,fund,matched_firm,firm_confidence,cik_no_fund,form_d_fund_id,crd_no_firm,form_adv_firm_id
2185,Carval Global Credit Fund A,Global Credit Advisers,0.7909152748851682,1613725,35855,147843,142396.0
2186,Thinking Capital Group,Contrarian Thinking Capital,0.7704216555023548,1601634,35406,321673,
2187,Vomaris Innovations,Capital Innovations,0.7808521993303622,1456032,31703,145329,4800.0
2188,Prescience Partners,Ascend Partners,0.7946435391079076,1469676,32148,310515,
2189,Slumberkins,S,0.9999999999999998,1758145,43684,108401,
2190,Eminence Partners,Em Partners,0.6817692548343398,1196932,29049,160778,
2191,Acuta Opportunity Fund,Cobro Opportunity Fund Gp,0.7560354479559214,1528091,33375,309434,
2192,T Rex Group,T R Financial Management Group,0.9613517531495526,1596184,35229,117102,
2193,Cornerstone Private Equity Fund Ix B,Magic Stone Alternative Private Equity Fund Gp,0.7981993762819378,1746155,42943,308916,
2194,Third Avenue Real Estate Opportunities Fund,Broe Real Estate Opportunity Fund Manager,0.7668065784416059,1354452,30239,162214,
2195,Stieven Financial Investors,Investors Financial,0.7430243388835424,1356811,30266,109180,
2196,Janel World Trade,World Tree Financial,0.8960067828730375,1133062,23260,151663,
2197,Newroad Fund Iii,Newroad Capital Partners,0.8862920052065331,1756431,43560,281487,
2198,Camera Management Aggregator,Agger Capital Management,0.910402652605122,1766472,44742,118382,
2199,Blue Rock Capital Fund,Blue Rock Capital,0.4978739725678874,866174,26898,300876,
2200,Ccp Core Macro Fund,Ccp,0.9084128974327877,1568342,54548,109692,
2201,Mercer Domestic Hedge Fund Investors,Mercer Investments,0.9743296585539923,1426906,31245,133449,4386.0
2202,Convexity Capital Offshore,Contrarian Capital Offshore Management,0.7946638526320224,1356645,30264,113184,
2203,Medicine Man Technologies,Income Technologies,0.6966782863168749,1622879,36141,284678,
2204,Financial Edge Strategic Fund,Strategic Financial,0.7395839611136198,1459175,31820,111475,
2205,Highvista Iii,Highvista Strategies,0.8555994483569719,1474507,32219,155759,3793.0
2206,Partners Capital Harrier Fund A,Imperial Fund Capital Partners,0.8366206589839925,1493434,32573,317525,
2207,Royal Energy Resources,Gerdes Energy Research,0.8805387814857214,1102392,22964,323631,
2208,Fund Eq Jtb A Series Of Equidate Investments,Private Equity Investments,0.998963610828812,1692236,38825,123527,
2209,Chineseinvestorscom,Invesco,0.9630527373864806,1459482,31832,126572,2372.0
2210,Cgiof Investment,Cgi Investment Management,0.7746372086535066,1746216,42953,312879,
2211,Sernova,Annova,0.8331668732784171,1491434,57738,309737,
2212,Knipbio,Bpbi,0.9785781716229187,1583549,34915,288133,
2213,Better Choice,Choices,0.7558169833199104,1471727,24626,110524,
2214,Eagle Point Credit Non Us,Eagle Point Credit Management,0.6857876867163409,1581107,34839,166370,13835.0
2215,Salon Media Group,Meridian Financial Group,0.8962903220724469,1084332,22661,116436,
2216,Emc Long Short Equity Fund,Maximus Long Short Equity Management,0.881025018796086,1683397,38515,305427,142703.0
2217,Kayak Investment Partners Master Fund,Kayak Investment Partners,0.5623889284786606,1571334,34490,166116,6239.0
2218,Partners Capital Kestrel Fund Series A,Partners Capital Services,0.9076816530322582,1654321,37258,127621,
2219,Hayman China Opportunities Onshore Fund,Eschaton Opportunities Fund Management,0.903790437794642,1677464,38258,285575,
2220,Radnorwood Fund,Radnorwood Capital,0.534388489447587,1410491,60001,143990,
2221,Griffin Capital,Griffith Capital Management,0.6349542952219072,1693610,38892,158909,
2222,Waterfall Victoria Fund,Waterfall Investments,0.945441329723058,1484687,54293,136573,
2223,Engine Capital,Engine Capital Management,0.5247106424520492,1580320,34804,168315,520.0
2224,Narrow River Capital Partners,River Partners Capital Management,0.7954684273947511,1678061,38290,172496,
2225,Aci Group Holdings,Ceres Group Holdings,0.6443518318773228,1657401,37352,298778,
2226,Movius Interactive,Interactive Wealth Advisors,0.9844264531568988,1386841,30659,167033,
2227,Hamlin Income Plus Fund,Pamli Fund Management,0.9398961017080444,1465384,32042,160071,
2228,Kimbell Royalty Partners,Royal Road Wealth Partners,0.8918775196103444,1657788,25102,304973,
2229,Pittsburgh Knights,Retire Pittsburgh Management,0.8360068056995937,1757413,43628,311977,
2230,Degreed, Degree Capital,0.7179314024187148,1556900,34109,309142,
2231,Manchesterstory Venture Fund,Manchesterstory Fund Management,0.6621009655107785,1697202,39029,298873,
2232,Independence Retail East Lllp,Independence Capital,0.8444549845692491,1642944,58789,24723,
2233,Aqr Delta Xn Fund,S,0.9999999999999999,1574323,34595,108401,
2234,Amp Holding,Moncap Holdings,0.8215392715959214,1425287,24420,319357,
2235,Tessera Ionic,Ion Asset Management,0.9482953935744091,1747305,43040,233786,5130.0
2236,Winslow Capital Management,Winslow Capital Management,0.0,900973,279,106940,279.0
2237,Ice Global Credit Fund,Global Credit Advisers,0.8294094199185162,1554220,34036,147843,142396.0
2238,Buyout Core Fund Viii,Mason Wells Buyout Partners Iii,0.9708155349057866,1746735,60091,160540,
2239,Dsc Trading,Triad Trading,0.8554150877123327,1595379,35205,162523,
2240,Lake Hill Fund,Lake Hill Capital Management,0.7506506924799862,1418772,54537,166526,
2241,First Quadrant Essential Beta Fund,First Quadrant,0.75972929832381,1479077,32291,106698,897.0
2242,Know Labs,Financial Labs,0.9234760102716415,1074828,22524,130660,
2243,Lazarus Israel Opportunities Fund Offshore,Eschaton Opportunities Fund Management,0.9811891674022274,1702878,60079,285575,
2244,Cluster Algo Capital A Series Of Nommo Group,S,1.0,1783967,56265,108401,
2245,Saba Capital Partners,Sabine Capital Partners,0.6401278466146854,1469351,32136,287527,
2246,Ceipal,Centriplan,0.9996857322255269,1728723,41114,165583,
2247,Cottages On South Scullin,S,1.0,1780812,52385,108401,
2248,Concorde Group Holdings,Standard Group Holdings,0.6874957654144177,1634096,54180,109284,
2249,Majesco Entertainment,Indio Entertainment,0.8568077550238745,1076682,22544,291367,
2250,Iron Ox,Iron Financial,0.9923483483295277,1726372,40960,106682,5046.0
2251,Value Recovery Fund,Value Fund Advisors,0.9028396566625425,1459077,31818,129654,
2252,Aacp China Venture Investors I,Aacp Investments,0.8022058181753104,1767950,45433,314568,
2253,Xymogen,Xy,0.7979468895485137,1461854,31967,315871,
2254,Hedge Fund Opportunities,Eschaton Opportunities Fund Management,0.7527200168433132,1354793,30243,285575,
2255,Whale Rock Flagship Fund L P,Flagship Advisors,0.9613276687836741,1363290,30338,124199,
2256,Philip Equities,Dome Equities,0.9266783814719117,1763544,44189,159102,
2257,Partners Capital Falcon Fund A,Cadron Capital Partners Fund Manager,0.8155342778405377,1493437,32576,296960,
2258,Mittleman Brothers Fund,Mittleman Brothers Investment Management,0.7065672412195595,1588920,35036,138338,4299.0
2259,Neopenda Pbc,S,0.9999999999999999,1751635,43280,108401,
2260,Turbo Multi Strategy,Multi Strategy Management,0.7395477815458996,1238497,29266,290253,
2261,Prisma Spectrum Fund,Spectrum Advisors,0.8337036860444397,1460067,60007,114805,
2262,Financial Stocks Limited Partnership,Artisan Partners Limited Partnership,0.8016810764049612,1338955,30076,150114,83.0
2263,Arrowstreet Global Equity Alpha Extension Fund Ii A Sub Fund Of Arrowstreet Us Group Trust,S,0.9999999999999999,1656441,37311,108401,
2264,Finisterre Credit Fund,Solstice Credit Funds Management,0.9320067782061561,1517509,33104,283161,
2265,Hii Technologies,Income Technologies,0.6771155907577548,1085254,22683,284678,
2266,Axion Ventures,Axiom Venture Advisors,0.6529227492084755,1682948,57332,160353,
2267,Rtw Offshore Fund One,Mark Offshore Management,0.918619319153691,1493217,32569,109455,
2268,Implicit Bioscience,Implied Capital,0.9663643323341421,1684309,60067,158559,
2269,Nashville Ozbe Iv,S,0.9999999999999999,1788291,60138,108401,
2270,Ovis Us Feeder Fund,Us Fund Manager,0.9602738740558888,1652407,37187,292094,
2271,Cary Street Partners Holdings,Capital Partners Holdings,0.6629134082885694,1475045,32227,161657,
2272,Mill Green Opportunity Fund V,Peer Street Opportunity Fund Gp,0.7083214757896198,1742377,42527,282784,
2273,Biozone Pharmaceuticals,Leerink Pharmaceutical Investments,0.9356340612158692,1412486,24310,172514,
2274,Directscale,Direct K,0.8517854804816898,1645444,36938,173939,
2275,Sichuan Leaders Petrochemical,S,1.0000000000000002,1547355,24890,108401,
2276,Gtt Harvest Fund,Harvest Fund Advisors,0.8888236606743847,1746312,54207,154425,3499.0
2277,Bright Mountain Media,Right Brain Money,0.880179965824289,1568385,24950,156420,
2278,Baxter Street Fund Ii,Baxter Advisors,0.9486922880895372,1617586,35978,324250,
2279,Java Express,Mccann Express,0.8640481253785771,1171838,23470,285430,
2280,Massive Interactive,Tactive,0.8697937171341192,1481218,24659,309311,131759.0
2281,Supplykick,S,0.9999999999999999,1751881,43296,108401,
2282,Major League Football,S,0.9999999999999999,1308569,23742,108401,
2283,Stash Storage Holdings,Statim Holdings,0.7839074840221473,1723627,40769,143419,
2284,Tru Enterprises,P Enterprises,0.787616079274102,1723279,40755,135325,
2285,Consilium Em Small Cap Fund,Consilium,0.9344067553476032,1715303,54714,304503,
2286,Fairygodboss,S,1.0,1740975,42401,108401,
2287,Mobile Money Americas,American Money Management,0.8024703271490164,1632777,53858,115357,4821.0
2288,Sheffield Partners L P,Sheffield Asset Management,0.8747077252613211,1221903,29179,137065,3174.0
2289,Nucurrent,Concurrent Capital,0.9890578943515833,1622253,36131,145162,
2290,Sing Street Development,Developments ,0.8029695582019737,1784879,56414,132762,
2291,Kkr Global Credit Opportunities Fund,Credit Suisse Global Opportunities Advisors,0.7679958058287234,1607383,35618,113736,
2292,Neuberger Berman Greater China Equity Fund,Neuberger Berman Management,0.7827341080484631,1554529,34046,5493,7620.0
2293,Hedge Fund Select: Seminole Offshore Fund,Select Offshore Advisors,0.9427988145532491,1612958,35825,138295,13685.0
2294,Anpath Group, Group,0.9396961934747584,1310527,23755,289923,
2295,Herdx,S,0.9999999999999999,1522041,33218,108401,
2296,Wgl Holdings,Management Holdings,0.8315444234334057,1103601,22986,154100,
2297,Greenwoods Financial Group,Benwood Financial Group,0.5977345698109746,1404810,30895,105684,
2298,Advisors Hedge Fund,Hennessee Hedge Fund Advisory Group,0.7278395496568592,1094544,28381,111224,
2299,Hourly,Vestorly,0.9768798301051002,1789291,60167,161870,
2300,Iiot Oxys,Oxylus Capital,0.9700071733592344,1290658,23670,313054,
2301,Avix Technologies,Income Technologies,0.7139346029060579,1094563,22817,284678,
2302,Cbre Clarion Midstream Fund,S,1.0,1671424,37923,108401,
2303,Nashville Ozbe I,S,1.0,1788288,60135,108401,
2304,Gameday Gateway,Gateway Wealth,0.7305444563726666,1684893,54708,106022,
2305,Kubient,Carnick Kubik,0.8825081600533622,1729750,41194,159115,4935.0
2306,Global Security Agency,Security Global Investors,0.7837151897166525,1399761,24229,144107,11495.0
2307,Magnetar Capital Fund Ii,Veritas Capital Fund Management,0.9256706928630173,1479949,32314,157123,
2308,Pacific Fund I,Pacific Fund Management,0.45816653191128387,1351635,30209,167246,
2309,Efficient Access Fund,Access Fund Management,0.8446647711939804,1280064,29499,125247,
2310,Global Volatility Voyageur Offshore,Volaris Volatility Management,0.8909323397562212,1661980,37485,149380,
2311,Roam Global Fund,Roam Global Management,0.6223336020164768,1744239,42729,296846,102302.0
2312,Lantos Technologies,Stratos Technologies Capital Management,0.6159103528691084,1500664,32718,311846,
2313,Alternative Investments Sustainability, Sisters Sustainable Investments,0.8224038803775511,1645673,36950,155163,
2314,Mcp Nashville Food Hall,S,1.0,1780890,52419,108401,
2315,Axar Terra,Axar Capital Management,0.9030066526888448,1731707,56646,217520,5611.0
2316,Freebutton,S,1.0,1432290,24459,108401,
2317,Innovus Pharmaceuticals,Leerink Pharmaceutical Investments,0.9032065404465629,1411879,24303,172514,
2318,Aisle Optical,Optimal Ai Advisors,0.9547304835516093,1789400,60183,298242,
2319,Pershing Square International,Pershing Square Gp,0.6722831860816851,1324919,29941,132984,11929.0
2320,Moqizone Holding,S,1.0,904350,21861,108401,
2321,Searchcore,Beacon Wealthcare,0.9651004083433291,1281198,23635,312556,113905.0
2322,India Resurgence Fund,Verge Fund,0.9092286273771861,1751133,43253,307312,
2323,Aqr International Small Cap Equity Fund,Equity International,0.8838737202562685,1454447,31669,156961,
2324,St Geme,St George Asset Management,0.9225062173571691,1785608,55771,158130,
2325,Global Energy Power Infrastructure Fund Iii F,Energy Infrastructure Capital,0.7937013936438504,1746135,42937,173237,
2326,Cvsl,Invst,0.9320569552826129,1403085,24251,282863,116765.0
2327,Toro Capital Income Fund,To Capital,0.8862165433244218,1517958,33120,318318,
2328,Springbuk,Spring,0.8924548317875426,1580444,56614,277164,
2329,Irvine Sensors De,S,0.9999999999999999,357108,21212,108401,
2330,Boston Therapeutics,S,0.9999999999999999,1473579,24631,108401,
2331,Permit Capital International Fund,Capital Fund Management International,0.6664992018724643,1460126,31868,287973,
2332,Anchor Fund,Anchor Financial,0.7880580420430436,1570314,56613,310081,
2333,Numeric Socially Aware Us Core Fund,Aware Financial,0.9886440960301448,1584232,34930,316610,
2334,Smith Micro Software,Softwealth,0.9470258315758022,948708,27602,175315,
2335,Us Research Equity Extended Fund,Equity Fund Research,0.7374839028869684,1666361,37657,128818,
2336,Full Motion Beverage,Motion Capital Managers,0.9558362020531456,824104,21567,317151,
2337,Centerstar Fund, Fund,0.8584491035138649,1632849,5059,281914,
2338,Oncorus,S,0.9999999999999999,1671818,55950,108401,
2339,Cartica Investors,American Investors,0.8269555665560836,1557688,34126,38,
2340,Cartica Capital Partners Cayman,Caymus Capital Partners,0.7115507171844783,1573275,34554,133110,2894.0
2341,Alight Capital Offshore Fund,Contrarian Capital Offshore Management,0.8741313702591919,1630009,36315,113184,
2342,Wgi Emerging Markets Fund,Esemplia Emerging Markets,0.8854843436912372,1527399,33355,159125,
2343,Usaa Eagle Real Estate Feeder ,Usaa Real Estate,0.723250353581661,1565674,34319,316030,
2344,Blackstar Enterprise Group,Stackhouse Enterprises,0.8724323595577509,1483646,32373,319391,
2345,Juniper Environmental,Juniper Capital,0.837794782768793,1764181,44254,135427,
2346,Phasebio Pharmaceuticals,Leerink Pharmaceutical Investments,0.8767636813191869,1169245,28873,172514,
2347,Lyv Life, Life,0.9062382926817691,1680646,53870,300987,
2348,Fmr,Fmr,0.0,315066,315,108617,7110.0
2349,Apriori Technologies,Florian Technologies,0.6994783873907537,1291301,29587,308355,
2350,Muirfield Gse Partners,Muirfield Capital Management,0.8346140816940237,1728024,41063,136762,
2351,Sterifre Medical,Medici,0.9524721692898992,1692770,38842,315941,
2352,Fundamental Small Cap Growth Fund A Series Of  Market Street Fund, Fund,0.8895970042890322,1647464,36997,281914,
2353,Flytedesk,Flyte,0.6602725523545487,1673979,38077,289171,
2354,Radiology Partners Holdings,Capital Partners Holdings,0.7341130792718258,1608716,35672,161657,
2355,P Balanced Fund,P A Fund Management,0.9009733238717618,1213586,29122,111730,
2356,High Haith Partners,Highline Wealth Partners,0.8416561364265315,1547120,33822,284712,
2357,Keystone Mobile Partners,Keystone Global Partners,0.7305076585590284,1174003,28923,153147,
2358,Helix Tcs,Helix Capital,0.8595388839007628,1611277,25052,171292,
2359,Incapture,Incapture Investments,0.6598456118935462,1597240,35262,169683,
2360,Clearwire De,Clearwealth,0.9388134000141863,1442505,24524,299759,
2361,Trend Discovery Spv I,Trend Discovery Capital Management,0.7999001451849426,1764463,44294,170082,
2362,Cw Partners Fund,Cw Industrial Partners,0.8073974741681119,1679393,38350,160408,
2363,Authess,Authent Advisors,0.7601017462489768,1686876,38626,148520,
2364,Women In Their Prime,S,0.9999999999999998,1741440,42431,108401,
2365,Cardinal Advisor Series Strategic Commodities Fund,Commodity Strategies Ag,0.7891922157875003,1470105,32158,163525,
2366,Robotti Global Fund,Robo Global Capital Management,0.8132526577448318,1528264,33382,317328,
2367,Cmwa Capital Appreciation Fund,S,0.9999999999999999,1321086,29896,108401,
2368,Nezu Master Strategy Feeder,S,0.9999999999999999,1665001,37589,108401,
2369,Blackrock Private Opportunities Fund Iv,Blackrock Fund Advisors,0.8379506938157737,1737866,42074,105247,114.0
2370,Miura Global Partners Ii,Miura Global Management,0.7185246734679236,1385977,30649,161017,3008.0
2371,Tpg Healthcare Partners Equity,Dw Healthcare Partners,0.9117360271738485,1789505,60194,160555,
2372,East Side Capital,East Side Capital,0.0,1314688,29823,161375,
2373,Mgg Sf Evergreen Fund,Evergreen Management,0.9817215826274253,1664839,59216,108286,
2374,Knopp Biosciences,S,1.0000000000000002,1497598,32660,108401,
2375,Yarrow Group,Arrow Financial Group,0.8053789167554087,1564280,34282,119423,
